原土地使用权人,现土地使用权人,宗地标识,宗地编号,宗地座落,所在行政区,土地面积(公顷),土地用途,土地使用权类型,土地使用年限,土地利用状况,土地级别,转让方式,转让价格(万元),成交时间
五华县万利达实业有限公司,五华县万利达实业有限公司,,441424101209GB08175,水寨镇华兴中路74号华维花园A2栋第一至三层,,0.0136,批发零售用地,出让,43,已开发,十二级,买卖,141.7000,2017/7/17 16:11:01
湖南湘天房地产开发有限公司,湖南湘天禧悦商业物产开发有限公司,260805b8-e92e-422e-a8d3-0db0f5531eb9,"0109010032、0304020063,YWSP20170918001",雨花区,,0.8724,其他商服用地,国有出让地,40,已动工,三级,买卖,4500.0000,2017/11/3 10:30:42
烟台万源热力有限公司,烟台东源热电有限公司,,栖国土资转字【2017】258号,栖霞市经济开发区河北路北,,0.6773,工业用地,出让,35,现状,四级,买卖,73.5238,2017/11/6 16:40:13
汕头市澄海区韩安奇服装有限公司,汕头市澄海区文艺智造文化有限公司,,440515006024JB82006,澄海区金鸿公路莲下路段东侧、金利路北面,,0.6667,工业用地,国有出让,48,场地平整,八级,买卖,1000.0000,2017/1/20 16:33:50
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,D7,澄海区莲下镇利合新围,,0.6667,其他土地,国有出让,41,场地平整,八级,作价出资入股,152.6700,2017/2/4 10:29:21
长沙大和置业有限公司,湖南盈安丰盛置地有限公司,,YWSP20161129014,开福区,,0.9235,商务金融用地,国有,30,未建,四级,买卖,6450.0000,2017/1/11 11:25:48
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242600172,郭田镇空南村文狮顶,,0.0100,工业用地,出让,39,已开发,十二级,买卖,1.2000,2017/5/25 15:37:09
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240900325,潭下镇光华村,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 15:39:53
唐县众源供水有限责任公司,唐县城乡建设投资有限公司,,转字[2017]01号,唐县南环路南侧,,1.0664,公共设施用地,出让,24,建设用地,二级,买卖,748.6100,2017/6/9 16:48:51
湖南东方房地产开发有限公司,永州金麦农业发展有限公司,,13-41-78,集中居委会,,0.0016,其他普通商品住房用地,出让,28,已完成,三级,买卖,1.0839,2017/7/6 16:01:30
云南盐化股份有限公司,云南省盐业有限公司昆明盐矿,,530181005007GB00064,安宁市太平街道办事处始甸村委会始甸村民小组,,0.0290,工业用地,出让,40,地上已有建筑物,未评估地区,其他,0.0000,2017/12/27 10:47:52
中国移动通信集团湖北有限公司武汉分公司,中国铁塔股份有限公司武汉市分公司,,2017-7,蔡甸区永安街炉房村,,0.0100,公共设施用地,出让,36,出让,未评估地区,买卖,3.5100,2017/6/22 10:38:34
中国人民财产保险股份有限公司平果支公司,广西美吉龙投资有限公司,,451023101218GB03619W00000000,平果铝三号路旁,,0.2396,商务金融用地,出让,21,已开发,四级,买卖,111.4252,2017/4/24 10:59:29
唐焕湘,腾冲越州文化发展有限公司,,533023101-OC-02-60-1,腾越镇天成社区文风小区,,0.0100,其他普通商品住房用地,出让,70,已开发,一级,买卖,33.3266,2017/5/24 10:18:14
邯郸市国土房地产开发有限公司,河北鼎嘉琪房地产开发有限公司,,130403005000GB00011,北环路中段路南,,1.1123,其他普通商品住房用地,出让,67,已建,三级,买卖,2158.0000,2017/3/20 9:22:02
广州从化珠光房地产有限公司,广州从化公有资产投资经营有限公司,,080301_20170223004678,广州市从化区街口街新城东六巷一幢,,0.0510,住宅用地,出让,70,待开发,九级,继承,380.1197,2017/2/23 10:20:58
廖伟芳,中山三合房地产开发有限公司,,D29JJA20170008,长命水村,,0.1333,住宅用地,出让,51,待开发,三级,作价出资入股,140.0070,2017/1/17 9:47:38
新疆通信服务公司,中国铁塔股份有限公司喀什分公司,,6531302017Z035,巴楚县琼库恰克乡二十二村,,0.0252,其他商服用地,国有出让,29,,四级,其他,2.1924,2017/3/27 12:20:26
泰安市鑫顺达经贸有限公司,泰安市晶鑫金属有限公司,,2017-D-145,岱岳区满庄镇满北村,,0.4086,工业用地,出让,50,已建成,四级,买卖,122.5800,2017/7/25 11:15:17
湖南东方房地产开发有限公司,永州金麦农业发展有限公司,,13-41-78,集中居委会,,0.0005,其他商服用地,出让,28,已完成,四级,买卖,0.9806,2017/7/6 16:10:39
乌审旗蒙清食品有限公司,乌审旗中亨石油化工有限公司,,2016.401-1-0063,乌审旗嘎鲁图镇南部物流园区（一区）,,0.3331,商服用地,出让,40,已开发,三级,其他,0.0000,2017/1/22 10:51:59
山东山矿泵业有限公司,泰安锐泰克机器制造有限公司,,2017-D-243,岱岳区满庄镇,,0.6046,工业用地,出让,50,已建成,四级,买卖,181.3719,2017/12/6 11:23:48
泰安德天置业有限公司,山东南翔文化产业有限公司,,2017-D-171,岱岳区曹家村,,3.7574,商服用地,出让,40,已建成,三级,买卖,7608.7350,2017/8/18 11:45:20
泰安市国利钢材机械有限公司,泰安盛宝胜典当有限公司,,2017-D-131,岱岳区满庄镇,,0.5944,工业用地,出让,50,已建成,四级,其他,178.3200,2017/6/30 10:56:08
山西林兴建材有限公司,山西典石晨晶科技有限公司,6690dd68-e2ac-4e4a-a3e0-bd394856b9c7,2009-22,交城县天宁镇东汾阳村,,4.0000,工业用地,出让,43,按合同规定建设,十三等级,买卖,780.0000,2017/5/3 16:32:24
昭通市城市建设投资开发有限公司,昭通市城市建设投资开发有限公司,,532101000-0F-40-3,昭阳区望海楼文化公园（望海公园商铺）,,0.0120,商服用地,出让,40,商业,二级,买卖,20.5524,2017/12/19 16:15:01
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240900350,潭下镇汶水村下排顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:30:27
县经济开发区投资开发有限公司,衡阳县维泰房地产有限公司,,2017494,西渡镇合济村,,3.9340,住宅用地,,66,,十二级,买卖,2950.4775,2017/9/22 14:14:07
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,14241700367,龙村镇洞口村角在,,0.0100,工业用地,出让,36,已开发,十二级,买卖,1.2000,2017/5/25 14:45:28
山东明水汽车配件有限公司,中国重型汽车集团有限公司,,0122309-1,明水开发区唐王山路南，明埠西路西,,13.3299,工业用地,土地出让,39,已开发,十一级,买卖,9232.0000,2017/12/11 9:34:55
中国移动通信集团湖北有限公司武汉分公司,中国铁塔股份有限公司武汉市分公司,,2017－10,蔡甸区大集街九如桥村,,0.0100,公共设施用地,出让,35,出让,未评估地区,买卖,3.5500,2017/6/22 10:46:17
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242500593,横陂镇新联村径尾山塘顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:44:36
广州市安泰化学有限公司,广州集泰化工股份有限公司,,080301_20170531015085,广州市从化区神岗菜地村地段,,0.0485,其他土地,属出让,50,待开发,九级,买卖,27.0900,2017/6/7 16:26:29
四会市金盛贸易有限公司,富高贸易（香港）有限公司,,050334067,四会市龙甫镇凤凰大道7号,,1.7889,工业用地,出让,41,已开发,十级,继承,775.0000,2017/3/16 11:05:38
贵州省盘县红腾开发投资有限公司,六盘水市红果盘龙玻璃有限公司,,2013-G-10,六盘水市盘县红果开发区两河新区黄家山16米路,,0.7523,工业用地,国有,47,已建,二级,买卖,136.1600,2017/3/23 9:24:19
栖霞市华思工贸有限公司,烟台华迅工艺品有限公司,,栖国土资转字【2017】293号,迎宾路西（8号房）,,0.0169,批发零售用地,出让,26,现状,三级,其他,27.8100,2017/12/13 14:02:50
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240201355,河东镇洋坑村河树屯顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 9:45:52
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14241100297,长布镇石础村学校背顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 9:16:17
七台河市华峰床垫有限责任公司,黑龙江飞龙滑雪板制造有限公司,,201715,新兴区新建街001街坊,,1.9838,工业用地,出让,49,,三级,买卖,0.0000,2017/7/23 9:52:53
中山市石岐区厚兴股份合作经济联合社,中山市惠正实业有限公司,,d23zbt20160108,莲塘东路10号,,0.5143,商服用地,出让,27,已开发,一级,买卖,7156.4583,2017/1/11 10:45:16
五华县万利达实业有限公司,五华县万利达实业有限公司,,14240102947,水寨镇水寨大道镇政府侧华源花园B栋,,0.0051,中低价位、中小套型普通商品住房用地,出让,31,已开发,十二级,买卖,34.4622,2017/10/19 11:36:30
中山火炬开发区建设发展有限公司,中山一品城实业投资有限公司,,D15ZZF20170122,康乐大道22号之一,,1.8189,商服用地,出让,21,已开发,二级,买卖,6761.9676,2017/4/13 11:31:34
财政局住宅楼（168户）,邯郸市邺晟房地产开发有限公司,,2017007,金凤大街南段东侧,,0.0177,住宅用地,出让,58,已建,一级,买卖,12.9000,2017/3/14 10:05:04
叶远宁,佛山市众嵘物业租赁有限公司,,440607001006GB00046,佛山市三水区云东海街道邓岗何西鲁村六兴“竹基外”（土名）地块二,,1.0667,住宅用地,出让,70,未开发,七级,作价出资入股,3360.7000,2017/12/6 12:02:36
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,14240400265,转水镇下潭村三家村,,0.0100,工业用地,出让,36,已开发,十二级,买卖,1.2000,2017/5/25 14:53:02
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14241800318,梅林镇黄沙村柱里坳山顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:22:02
长沙市振望建设开发有限公司,湖南中茶茶业有限公司,1495df84-0311-4b84-819a-9dd168e5b205,网工挂[2015]16号,经开区普瑞大道与郭亮南路交叉口东北角,,3.0647,工业用地,国有出让,48,在建,十二级,买卖,1011.3400,2017/10/13 9:58:48
长沙九芝堂（集团）有限公司,长沙新力湘房地产开发有限公司,,YWSP20170731028,开福区,,1.9161,其他普通商品住房用地,国有,70,未建,三级,买卖,19845.2690,2017/9/13 16:11:48
新疆通信服务公司,中国铁塔股份有限公司喀什分公司,,6531302017Z030,巴楚县英吾斯塘乡其盖库都克村,,0.0295,其他商服用地,国有出让,29,,四级,其他,2.5682,2017/3/27 12:07:24
七台河矿业精煤（集团）七煤医院有限公司,七台河七煤医院有限公司,,201705,新兴区,,1.2822,医卫慈善用地,出让,50,,四级,买卖,0.0000,2017/1/20 9:38:44
湖南省衡阳汽车运输集团有限公司,衡阳市中泉置业有限公司,,2017630,西渡镇西林街,,2.1024,交通运输用地,,34,,十二级,买卖,1639.8556,2017/11/30 10:47:48
陈茂胜,内蒙古鄂托克农村商业银行股份有限公司,,蒙2017乌审旗不动产权第0001330号,乌审旗嘎鲁图镇毛乌素街东嘎鲁图小学东侧（六区）,,0.0248,住宅用地,出让,70,已开发,二级,买卖,31.5000,2017/10/13 15:18:34
中山市石岐区南下股份合作经济联合社,中山市恒裕房产置业有限公司,,D23BBA20170543,麻洲街一巷8号之二(杂物房),,0.0010,住宅用地,出让,69,已开发,一级,买卖,1.7000,2017/4/25 11:10:18
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,利合新围D5,澄海区莲下镇利合新围,,0.6667,其他土地,国有出让,41,场地平整,八级,作价出资入股,152.6700,2017/2/4 11:25:59
中山市盈丰进出口有限公司,中山市中顺通商务服务有限公司,,D08ZKD20161492,接源村,,0.3333,工业用地,出让,40,已开发,五级,买卖,244.1674,2017/1/22 9:58:44
广东移动通信有限责任公司四会分公司,中国铁塔股份有限公司肇庆市分公司,,17087001,四会市江谷镇冼田村委会虾木岭,,0.0169,公共设施用地,出让,34,已开发,十级,作价出资入股,8.5400,2017/1/22 10:05:01
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240700444,岐岭镇联安村赵屋背,,0.0100,工业用地,出让,39,已开发,十二级,买卖,1.2000,2017/5/25 14:47:10
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14241400282,华阳镇社径村白水寨顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:42:14
广州奥桑味精食品有限公司,奥桑（佛山）有限公司,,440607005004GB00046,佛山市三水区大塘镇恒生路1号之一,,1.6341,工业用地,出让,50,已开发、已建筑物,七级,作价出资入股,734.2683,2017/1/19 11:57:59
中山市健康科技产业基地发展有限公司,中山爱护日用品有限公司,,D15ZZD20164008,健康路9号,,2.6673,工业用地,出让,31,已开发,三级,买卖,6500.0000,2017/2/9 10:42:08
云南盐化股份有限公司,云南省盐业有限公司昆明盐矿,,530181005007GB00065,安宁市太平街道办事处始甸村委会新邑村民小组,,0.0250,工业用地,出让,40,地上已有建筑物,未评估地区,其他,0.0000,2017/12/27 10:46:07
中国移动通信集团山东有限公司栖霞分公司,中国铁塔股份有限公司烟台市分公司,,栖国土资转字【2017】175号,桃村镇野夼村,,0.0028,公共设施用地,,33,现状,四级,其他,0.0000,2017/8/7 9:38:32
王玉平,临汾市尧都区嫣尔美文化艺术有限公司,,2017年3号,尧庙段西,,0.0810,商服用地,出让,40,,二级,买卖,119.2790,2017/3/29 9:09:17
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240503755,华城镇新五村枫树坳顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 9:47:29
李景华,腾冲越州文化发展有限公司,,533023101-OC-02-3,腾越镇天成社区文风小区,,0.0072,其他普通商品住房用地,出让,70,已开发,一级,买卖,23.6222,2017/5/24 10:06:04
绍兴县恒宇塑胶有限公司,浙江爱漫时壁纸有限公司,C436AA3E-AC34-4CCF-8BF1-ED0783BA250B,绍兴县恒宇塑胶有限公司,九一丘,,2.3084,工业用地,出让,50,工业用地,九级,买卖,3763.1877,2017/10/19 11:22:28
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,14241200206,周江镇新良村,,0.0100,工业用地,出让,36,已开发,十二级,买卖,1.2000,2017/5/25 11:00:43
廖伟芳,中山三合房地产开发有限公司,,D29JJA20170007,长命水村,,0.1333,住宅用地,出让,51,待开发,三级,作价出资入股,139.9965,2017/1/17 9:17:08
漩涡卫生院堰坪卫生所,陕西汉阴炊烟有道养生农业开发有限公司,,汉国用（1999）字第31-117号,汉阴县漩涡镇堰坪三组,,0.1414,仓储用地,出让土地使用权,50,未利用,未评估地区,买卖,25.0000,2017/6/14 10:08:26
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,14242500122,横陂镇敬老院侧旁,,0.0100,工业用地,出让,32,已开发,十二级,买卖,1.2000,2017/5/25 10:58:50
泰安市昌润物资有限公司,泰安市硕泰建材有限公司,,2017-D-254,岱岳区满庄镇中淳于村,,0.1383,工业用地,出让,50,已建成,四级,买卖,41.4750,2017/12/15 11:31:01
